Age,Workclass,Education,Marital-status,Occupation,Relationship,Race,Gender,Hours-per-week,Native-country,Income,Encoded_Salary
37,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
33,Self-emp-not-inc,Bachelor's Degree,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,0
48,State-gov,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,>50K,1
29,Private,Bachelor's Degree,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
59,Private,Less than Bachelor's,Widowed,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0
48,Private,Less than Bachelor's,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Other-relative,White,Female,40,Mexico,<=50K,0
23,State-gov,Bachelor's Degree,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0
26,Private,Less than Bachelor's,Divorced,Sales,Not-in-family,White,Male,45,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
39,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,1
50,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
54,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,1
37,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
34,Self-emp-not-inc,Less than Bachelor's,Never-married,Farming-fishing,Not-in-family,White,Male,35,United-States,<=50K,0
23,Private,Bachelor's Degree,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,20,United-States,<=50K,0
37,Private,Less than Bachelor's,Divorced,Transport-moving,Not-in-family,White,Male,70,United-States,<=50K,0
35,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
24,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0
23,Federal-gov,Less than Bachelor's,Never-married,Adm-clerical,Own-child,Black,Male,20,United-States,<=50K,0
23,Local-gov,Bachelor's Degree,Never-married,Prof-specialty,Own-child,Black,Female,32,United-States,<=50K,0
27,Private,Less than Bachelor's,Never-married,Tech-support,Own-child,Other,Female,32,Jamaica,<=50K,0
25,Private,Less than Bachelor's,Never-married,Other-service,Unmarried,White,Female,50,United-States,<=50K,0
45,Private,Bachelor's Degree,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K,0
55,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
46,Private,Bachelor's Degree,Divorced,Machine-op-inspct,Other-relative,White,Male,50,Dominican-Republic,<=50K,0
31,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
33,Local-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0
40,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
23,Private,Master's Degree,Never-married,Other-service,Not-in-family,White,Female,10,United-States,<=50K,0
39,Self-emp-not-inc,Less than Bachelor's,Separated,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,1
55,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0
46,Federal-gov,Less than Bachelor's,Separated,Exec-managerial,Unmarried,White,Female,50,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,25,United-States,<=50K,0
49,Self-emp-inc,Master's Degree,Never-married,Exec-managerial,Not-in-family,White,Female,35,United-States,>50K,1
59,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
30,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
47,Private,Less than Bachelor's,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
58,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
58,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,40,Cuba,<=50K,0
20,Self-emp-inc,Less than Bachelor's,Divorced,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,0
43,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,30,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,40,Cuba,<=50K,0
40,State-gov,Master's Degree,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,1
23,Local-gov,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0
61,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Wife,Black,Female,40,United-States,<=50K,0
54,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
32,Private,Master's Degree,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,1
25,Self-emp-not-inc,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,36,United-States,<=50K,0
30,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Male,38,United-States,<=50K,0
65,Private,Bachelor's Degree,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,44,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K,0
23,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
30,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0
31,Private,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,0
58,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
33,Private,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,1
32,State-gov,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,>50K,1
29,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,45,United-States,>50K,1
61,Private,Less than Bachelor's,Divorced,Other-service,Other-relative,White,Female,99,United-States,<=50K,0
43,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,>50K,1
38,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
17,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,0
36,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,1
45,Federal-gov,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,1
62,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,0
46,State-gov,Bachelor's Degree,Divorced,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0
42,Self-emp-not-inc,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,38,United-States,<=50K,0
31,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Male,50,United-States,<=50K,0
42,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0
51,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,>50K,1
45,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
73,Federal-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,>50K,1
19,Private,Less than Bachelor's,Divorced,Tech-support,Unmarried,White,Female,55,United-States,<=50K,0
29,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
39,Private,Master's Degree,Divorced,Prof-specialty,Not-in-family,Black,Female,70,United-States,>50K,1
32,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,1
46,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0
42,Private,Master's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,65,United-States,>50K,1
24,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0
41,Local-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,1
28,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0
57,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,1
35,Private,Less than Bachelor's,Never-married,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,0
39,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,>50K,1
38,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
40,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
49,Private,Less than Bachelor's,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K,0
32,Private,Less than Bachelor's,Never-married,Adm-clerical,Other-relative,White,Female,50,United-States,<=50K,0
40,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,30,United-States,<=50K,0
29,Private,Less than Bachelor's,Divorced,Exec-managerial,Unmarried,White,Female,37,United-States,<=50K,0
36,Self-emp-inc,Less than Bachelor's,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,25,United-States,<=50K,0
47,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,>50K,1
23,Private,Less than Bachelor's,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0
41,Self-emp-not-inc,Less than Bachelor's,Widowed,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K,0
41,Local-gov,Master's Degree,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,>50K,1
18,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,22,United-States,<=50K,0
34,Private,Less than Bachelor's,Divorced,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,0
38,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0
34,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,1
62,State-gov,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
66,Self-emp-not-inc,Less than Bachelor's,Widowed,Tech-support,Not-in-family,White,Female,45,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Protective-serv,Not-in-family,White,Male,40,Puerto-Rico,<=50K,0
41,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0
45,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0
24,Local-gov,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,0
39,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
44,Federal-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
29,Private,Less than Bachelor's,Divorced,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,0
21,State-gov,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,12,United-States,<=50K,0
48,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
36,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
23,Private,Bachelor's Degree,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
49,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
29,Private,Bachelor's Degree,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
34,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
29,Local-gov,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,52,United-States,<=50K,0
37,State-gov,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K,1
43,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
63,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K,0
64,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,<=50K,0
38,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-spouse-absent,Transport-moving,Own-child,White,Male,30,United-States,<=50K,0
30,Private,Less than Bachelor's,Married-spouse-absent,Sales,Not-in-family,Black,Female,40,United-States,<=50K,0
66,Self-emp-not-inc,Less than Bachelor's,Widowed,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0
39,Federal-gov,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,1
22,Local-gov,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,0
31,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
52,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0
51,Self-emp-not-inc,Less than Bachelor's,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,<=50K,0
40,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Haiti,<=50K,0
64,Self-emp-not-inc,Less than Bachelor's,Widowed,Exec-managerial,Not-in-family,White,Female,60,United-States,<=50K,0
31,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,28,United-States,<=50K,0
74,Local-gov,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0
43,State-gov,Less than Bachelor's,Never-married,Other-service,Not-in-family,Black,Female,30,United-States,<=50K,0
80,Self-emp-inc,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,United-States,>50K,1
28,Federal-gov,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,1
77,Local-gov,Less than Bachelor's,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
68,Private,Less than Bachelor's,Divorced,Priv-house-serv,Unmarried,Black,Female,24,United-States,<=50K,0
51,State-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,40,Mexico,<=50K,0
43,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,Italy,<=50K,0
42,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0
48,Private,Master's Degree,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0
30,Private,Less than Bachelor's,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,<=50K,0
56,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0
50,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
40,Private,Less than Bachelor's,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K,0
23,Federal-gov,Less than Bachelor's,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
